,Year,Series,Value
Mauritius,2016,Consumer price index: Food,122.0688
Mauritius,2017,Consumer price index: Food,126.6297
Mauritius,2018,Consumer price index: Food,133.9643
Mexico,1995,Consumer price index: General,26.3941
Mexico,2005,Consumer price index: General,80.5028
Mexico,2010,Consumer price index: General,100
Mexico,2015,Consumer price index: General,119.4107
Mexico,2016,Consumer price index: General,122.7801
Mexico,2017,Consumer price index: General,130.1978
Mexico,2018,Consumer price index: General,136.5766
Mexico,1995,Consumer price index: Food,23.8219
Mexico,2005,Consumer price index: Food,74.3653
Mexico,2010,Consumer price index: Food,100
Mexico,2015,Consumer price index: Food,129.8525
Mexico,2016,Consumer price index: Food,135.2471
Mexico,2017,Consumer price index: Food,144.3569
Mexico,2018,Consumer price index: Food,151.3451
Micronesia (Fed. States of),2005,Consumer price index: General,77.8335
Micronesia (Fed. States of),2010,Consumer price index: General,100
Micronesia (Fed. States of),2015,Consumer price index: General,112.5451
Mongolia,1995,Consumer price index: General,15.8096
Mongolia,2005,Consumer price index: General,57.2659
Mongolia,2010,Consumer price index: General,100
Mongolia,2015,Consumer price index: General,163.8226
Mongolia,2016,Consumer price index: General,165.5515
Mongolia,2017,Consumer price index: General,171.9744
Mongolia,2018,Consumer price index: General,112.2583
Mongolia,2010,Consumer price index: Food,100
Mongolia,2015,Consumer price index: Food,161.4292
Mongolia,2016,Consumer price index: Food,157.9439
Mongolia,2017,Consumer price index: Food,164.273
Mongolia,2018,Consumer price index: Food,110.1333
Montenegro,2005,Consumer price index: General,82.2055
Montenegro,2010,Consumer price index: General,100
Montenegro,2015,Consumer price index: General,111.0258
Montenegro,2016,Consumer price index: General,110.7245
Montenegro,2017,Consumer price index: General,113.3563
Montenegro,2018,Consumer price index: General,116.3118
Montenegro,2010,Consumer price index: Food,100
Montenegro,2015,Consumer price index: Food,114.3315
Montenegro,2016,Consumer price index: Food,113.387
Montenegro,2017,Consumer price index: Food,115.362
Montenegro,2018,Consumer price index: Food,115.8337
Montserrat,2005,Consumer price index: General,86.7679
Montserrat,2010,Consumer price index: General,100
Montserrat,2015,Consumer price index: General,107.883
Montserrat,2016,Consumer price index: General,107.6308
Montserrat,2017,Consumer price index: General,108.902
Montserrat,2015,Consumer price index: Food,99.0902
Montserrat,2016,Consumer price index: Food,98.9616
Montserrat,2017,Consumer price index: Food,98.5883
Morocco,1995,Consumer price index: General,76.2512
Morocco,2005,Consumer price index: General,89.7034
Morocco,2010,Consumer price index: General,99.9769
Morocco,2015,Consumer price index: General,106.2252
Morocco,2016,Consumer price index: General,107.9548
Morocco,2017,Consumer price index: General,108.7695
Morocco,2018,Consumer price index: General,110.7217
Morocco,2010,Consumer price index: Food,100.0073
Morocco,2015,Consumer price index: Food,107.4491
Morocco,2016,Consumer price index: Food,110.5282
Morocco,2017,Consumer price index: Food,110.5355
Morocco,2018,Consumer price index: Food,111.5818
Mozambique,2010,Consumer price index: General,100
Mozambique,2015,Consumer price index: General,126.2949
Mozambique,2016,Consumer price index: General,148.293
Mozambique,2017,Consumer price index: General,170.7048
Mozambique,2018,Consumer price index: General,177.3816
Mozambique,2010,Consumer price index: Food,100
Mozambique,2015,Consumer price index: Food,134.3508
Mozambique,2016,Consumer price index: Food,170.9351
Mozambique,2017,Consumer price index: Food,198.9576
Mozambique,2018,Consumer price index: Food,198.9676
Myanmar,1995,Consumer price index: General,5.5483
Myanmar,2005,Consumer price index: General,44.5311
Myanmar,2010,Consumer price index: General,100
Myanmar,2015,Consumer price index: General,129.2788
Myanmar,2016,Consumer price index: General,138.2827
Myanmar,2017,Consumer price index: General,144.606
Myanmar,2018,Consumer price index: General,154.5445
Myanmar,2015,Consumer price index: Food,127.9412
Myanmar,2016,Consumer price index: Food,139.7461
Myanmar,2017,Consumer price index: Food,145.8872
Namibia,2005,Consumer price index: General,71.405
Namibia,2010,Consumer price index: General,100
Namibia,2015,Consumer price index: General,128.9021
Namibia,2016,Consumer price index: General,137.575
Namibia,2017,Consumer price index: General,145.9137
Namibia,2018,Consumer price index: General,152.2954
Namibia,2005,Consumer price index: Food,63.0017
Namibia,2010,Consumer price index: Food,100
Namibia,2015,Consumer price index: Food,139.3578
Namibia,2016,Consumer price index: Food,154.3746
Namibia,2017,Consumer price index: Food,162.9425
Namibia,2018,Consumer price index: Food,168.2151
Nepal,2015,Consumer price index: General,103.6933
Nepal,2016,Consumer price index: General,112.8083
Nepal,2017,Consumer price index: General,116.9
Nepal,2018,Consumer price index: General,121.6508
Nepal,2015,Consumer price index: Food,104.4
Nepal,2016,Consumer price index: Food,113.2767
Nepal,2017,Consumer price index: Food,114.7542
Nepal,2018,Consumer price index: Food,117.0742
Netherlands,1995,Consumer price index: General,73.7155
Netherlands,2005,Consumer price index: General,92.6739
Netherlands,2010,Consumer price index: General,99.9891
Netherlands,2015,Consumer price index: General,109.254
Netherlands,2016,Consumer price index: General,109.5178
Netherlands,2017,Consumer price index: General,111.028
Netherlands,2018,Consumer price index: General,112.9258
Netherlands,1995,Consumer price index: Food,81.3571
Netherlands,2005,Consumer price index: Food,91.2824
Netherlands,2010,Consumer price index: Food,100
Netherlands,2015,Consumer price index: Food,107.4267
Netherlands,2016,Consumer price index: Food,108.4472
Netherlands,2017,Consumer price index: Food,111.337
Netherlands,2018,Consumer price index: Food,112.214
New Caledonia,2010,Consumer price index: General,100
New Caledonia,2015,Consumer price index: General,106.3448
New Caledonia,2016,Consumer price index: General,106.9598
New Caledonia,2018,Consumer price index: General,109.8737
New Caledonia,2010,Consumer price index: Food,100
New Caledonia,2015,Consumer price index: Food,110.5843
New Caledonia,2016,Consumer price index: Food,112.5174
New Caledonia,2018,Consumer price index: Food,113.8937
New Zealand,1995,Consumer price index: General,71.6744
New Zealand,2005,Consumer price index: General,87.0137
New Zealand,2010,Consumer price index: General,100
New Zealand,2015,Consumer price index: General,107.9433
New Zealand,2016,Consumer price index: General,108.6409
New Zealand,2017,Consumer price index: General,110.6516
New Zealand,2018,Consumer price index: General,112.4201
New Zealand,2010,Consumer price index: Food,100
New Zealand,2015,Consumer price index: Food,105.9636
New Zealand,2016,Consumer price index: Food,105.2871
New Zealand,2017,Consumer price index: Food,107.6546
New Zealand,2018,Consumer price index: Food,107.5289
Nicaragua,2005,Consumer price index: General,62.9292
Nicaragua,2010,Consumer price index: General,100
Nicaragua,2015,Consumer price index: General,136.8772
Nicaragua,2016,Consumer price index: General,141.7028
Nicaragua,2017,Consumer price index: General,147.1539
Nicaragua,2018,Consumer price index: General,154.4249
Nicaragua,2005,Consumer price index: Food,56.9598
Nicaragua,2010,Consumer price index: Food,100
Nicaragua,2015,Consumer price index: Food,146.4517
Nicaragua,2016,Consumer price index: Food,148.6726
Nicaragua,2017,Consumer price index: Food,149.5401
Nicaragua,2018,Consumer price index: Food,155.7976
Niger,1995,Consumer price index: General,68.4718
Niger,2005,Consumer price index: General,88.5264
Niger,2010,Consumer price index: General,100
Niger,2015,Consumer price index: General,107.3333
Niger,2016,Consumer price index: General,107.525
Niger,2017,Consumer price index: General,110.075
Niger,2018,Consumer price index: General,104.1333
Niger,2015,Consumer price index: Food,122.3667
Niger,2016,Consumer price index: Food,120.8917
Niger,2017,Consumer price index: Food,121.8
Niger,2018,Consumer price index: Food,102.2417
Nigeria,1995,Consumer price index: General,16.9769
Nigeria,2005,Consumer price index: General,61.9454
Nigeria,2010,Consumer price index: General,100
Nigeria,2015,Consumer price index: General,158.9389
Nigeria,2016,Consumer price index: General,183.8531
Nigeria,2017,Consumer price index: General,214.2321
Nigeria,2018,Consumer price index: General,240.1429
Nigeria,2010,Consumer price index: Food,100
Nigeria,2015,Consumer price index: Food,161.3236
Nigeria,2016,Consumer price index: Food,185.2499
Nigeria,2017,Consumer price index: Food,221.2744
Nigeria,2018,Consumer price index: Food,252.9534
North Macedonia,1995,Consumer price index: General,72.7543
North Macedonia,2005,Consumer price index: General,86.8063
North Macedonia,2010,Consumer price index: General,100
North Macedonia,2015,Consumer price index: General,109.6978
North Macedonia,2016,Consumer price index: General,109.4377
North Macedonia,2017,Consumer price index: General,110.915
North Macedonia,2018,Consumer price index: General,112.5567
North Macedonia,2005,Consumer price index: Food,83.1381
North Macedonia,2010,Consumer price index: Food,100
North Macedonia,2015,Consumer price index: Food,111.5848
North Macedonia,2016,Consumer price index: Food,109.8565
North Macedonia,2017,Consumer price index: Food,110.133
North Macedonia,2018,Consumer price index: Food,111.0575
Norway,1995,Consumer price index: General,73.1065
Norway,2005,Consumer price index: General,89.3494
Norway,2010,Consumer price index: General,100.0388
Norway,2015,Consumer price index: General,108.6241
Norway,2016,Consumer price index: General,112.475
Norway,2017,Consumer price index: General,114.55
Norway,2018,Consumer price index: General,117.7167
Norway,1995,Consumer price index: Food,74.2705
Norway,2005,Consumer price index: Food,88.2736
Norway,2010,Consumer price index: Food,99.9864
Norway,2015,Consumer price index: Food,108.408
Norway,2016,Consumer price index: Food,111.175
Norway,2017,Consumer price index: Food,111.1917
Norway,2018,Consumer price index: Food,114.0083
Oman,2005,Consumer price index: General,76.0596
Oman,2010,Consumer price index: General,100
Oman,2015,Consumer price index: General,109.4068
Oman,2016,Consumer price index: General,110.6203
Oman,2017,Consumer price index: General,112.3871
Oman,2010,Consumer price index: Food,100
Oman,2015,Consumer price index: Food,110.8182
Oman,2016,Consumer price index: Food,109.5179
Oman,2017,Consumer price index: Food,110.1235
Pakistan,1995,Consumer price index: General,30.3329
Pakistan,2005,Consumer price index: General,55.317
Pakistan,2010,Consumer price index: General,100
Pakistan,2015,Consumer price index: General,145.2834
Pakistan,2016,Consumer price index: General,150.7535
Pakistan,2017,Consumer price index: General,156.9123
Pakistan,2018,Consumer price index: General,164.8804
Pakistan,2010,Consumer price index: Food,100
Pakistan,2015,Consumer price index: Food,143.0004
Pakistan,2016,Consumer price index: Food,146.5132
Pakistan,2017,Consumer price index: Food,151.3285
Pakistan,2018,Consumer price index: Food,154.6418
Palau,2005,Consumer price index: General,80.506
Palau,2010,Consumer price index: General,100
Palau,2015,Consumer price index: General,117.9036
Palau,2016,Consumer price index: General,116.6747
Palau,2017,Consumer price index: General,118.1687
Palau,2005,Consumer price index: Food,73.6252
Palau,2010,Consumer price index: Food,100
Palau,2015,Consumer price index: Food,116.433
Palau,2016,Consumer price index: Food,112.8747
Palau,2017,Consumer price index: Food,115.1391
Panama,1995,Consumer price index: General,72.9192
Panama,2005,Consumer price index: General,81.2852
Panama,2010,Consumer price index: General,100
Panama,2015,Consumer price index: General,119.6364
Panama,2016,Consumer price index: General,120.5214
Panama,2017,Consumer price index: General,121.5767
Panama,2018,Consumer price index: General,122.5026
Panama,2005,Consumer price index: Food,73.9654
Panama,2010,Consumer price index: Food,100
Panama,2015,Consumer price index: Food,122.6269
Panama,2016,Consumer price index: Food,124.241
Panama,2017,Consumer price index: Food,123.5752
Papua New Guinea,1995,Consumer price index: General,30.2129
Papua New Guinea,2005,Consumer price index: General,77.1066
Papua New Guinea,2010,Consumer price index: General,100
Papua New Guinea,2015,Consumer price index: General,127.8094
Papua New Guinea,2016,Consumer price index: General,136.339
Papua New Guinea,2010,Consumer price index: Food,100
Papua New Guinea,2015,Consumer price index: Food,106.3788
Papua New Guinea,2016,Consumer price index: Food,111.7763
Paraguay,1995,Consumer price index: General,31.0289
Paraguay,2005,Consumer price index: General,71.3547
Paraguay,2010,Consumer price index: General,100
Paraguay,2015,Consumer price index: General,124.8283
Paraguay,2016,Consumer price index: General,129.9299
Paraguay,2017,Consumer price index: General,134.6106
Paraguay,2018,Consumer price index: General,139.9621
Paraguay,2005,Consumer price index: Food,58.2309
Paraguay,2010,Consumer price index: Food,100
Paraguay,2015,Consumer price index: Food,125.752
Paraguay,2016,Consumer price index: Food,133.0934
Paraguay,2017,Consumer price index: Food,140.8066
Paraguay,2018,Consumer price index: Food,146.2893
Peru,1995,Consumer price index: General,56.7799
Peru,2005,Consumer price index: General,87.1254
Peru,2010,Consumer price index: General,100
Peru,2015,Consumer price index: General,117.7667
Peru,2016,Consumer price index: General,121.997
Peru,2017,Consumer price index: General,125.4163
Peru,2018,Consumer price index: General,127.0689
Peru,2017,Consumer price index: Food,163.0788
Philippines,2005,Consumer price index: General,100
Philippines,2015,Consumer price index: General,107
Philippines,2016,Consumer price index: General,108.4
Philippines,2017,Consumer price index: General,111.5
Philippines,2018,Consumer price index: General,117.3
Philippines,2005,Consumer price index: Food,100
Philippines,2015,Consumer price index: Food,110.5
Philippines,2016,Consumer price index: Food,112.3
Philippines,2017,Consumer price index: Food,115.7
Philippines,2018,Consumer price index: Food,123.6
Poland,2010,Consumer price index: General,100
Poland,2015,Consumer price index: General,108.1192
Poland,2016,Consumer price index: General,107.5667
Poland,2017,Consumer price index: General,109.6417
Poland,2018,Consumer price index: General,111.5417
Poland,2010,Consumer price index: Food,100
Poland,2015,Consumer price index: Food,109.063
Poland,2016,Consumer price index: Food,110.2583
Poland,2017,Consumer price index: Food,114.925
Poland,2018,Consumer price index: Food,117.9417
Portugal,1995,Consumer price index: General,68.9545
Portugal,2005,Consumer price index: General,91.7741
Portugal,2010,Consumer price index: General,100
Portugal,2015,Consumer price index: General,107.0426
Portugal,2016,Consumer price index: General,107.6932
Portugal,2017,Consumer price index: General,109.1671
Portugal,2018,Consumer price index: General,110.2519
Portugal,1995,Consumer price index: Food,77.3621
Portugal,2005,Consumer price index: Food,95.1458
Portugal,2010,Consumer price index: Food,100
Portugal,2015,Consumer price index: Food,107.0416
Portugal,2016,Consumer price index: Food,107.5661
Portugal,2017,Consumer price index: Food,109.2137
Portugal,2018,Consumer price index: Food,110.0196
Puerto Rico,2010,Consumer price index: General,99.9849
Puerto Rico,2015,Consumer price index: General,105.181
Puerto Rico,2016,Consumer price index: General,104.8492
Puerto Rico,2017,Consumer price index: General,106.7195
Puerto Rico,2010,Consumer price index: Food,99.9783
Puerto Rico,2015,Consumer price index: Food,111.0846
Puerto Rico,2016,Consumer price index: Food,111.9534
Puerto Rico,2017,Consumer price index: Food,112.4167
Qatar,2015,Consumer price index: General,105.23
Qatar,2016,Consumer price index: General,108.0333
Qatar,2017,Consumer price index: General,108.475
Qatar,2018,Consumer price index: General,108.7692
Qatar,2015,Consumer price index: Food,101.08
Qatar,2016,Consumer price index: Food,99.1917
Qatar,2017,Consumer price index: Food,101.1083
Qatar,2018,Consumer price index: Food,101.055
Republic of Korea,1995,Consumer price index: General,60.1979
Republic of Korea,2005,Consumer price index: General,86.1531
Republic of Korea,2010,Consumer price index: General,100
Republic of Korea,2015,Consumer price index: General,109.8286
Republic of Korea,2016,Consumer price index: General,110.8939
Republic of Korea,2017,Consumer price index: General,113.0508
Republic of Korea,2018,Consumer price index: General,114.7815
Republic of Korea,1995,Consumer price index: Food,50.5818
Republic of Korea,2005,Consumer price index: Food,80.7783
Republic of Korea,2010,Consumer price index: Food,100
Republic of Korea,2015,Consumer price index: Food,115.5976
Republic of Korea,2016,Consumer price index: Food,118.2679
Republic of Korea,2017,Consumer price index: Food,122.282
Republic of Korea,2018,Consumer price index: Food,125.8944
Republic of Moldova,2010,Consumer price index: General,100
Republic of Moldova,2015,Consumer price index: General,135.8076
Republic of Moldova,2016,Consumer price index: General,144.5
Republic of Moldova,2017,Consumer price index: General,153.9343
Republic of Moldova,2018,Consumer price index: General,158.6763
Republic of Moldova,2010,Consumer price index: Food,100
Republic of Moldova,2015,Consumer price index: Food,137.0699
Republic of Moldova,2016,Consumer price index: Food,147.1
Republic of Moldova,2017,Consumer price index: Food,159.0804
Republic of Moldova,2018,Consumer price index: Food,167.7669
Romania,1995,Consumer price index: General,2.6761
Romania,2005,Consumer price index: General,74.0935
Romania,2010,Consumer price index: General,100
Romania,2015,Consumer price index: General,114.205
Romania,2016,Consumer price index: General,112.4408
Romania,2017,Consumer price index: General,113.9464
Romania,2018,Consumer price index: General,119.2169
Romania,2015,Consumer price index: Food,131.0275
Romania,2016,Consumer price index: Food,97.43
Romania,2017,Consumer price index: Food,99.8475
Romania,2018,Consumer price index: Food,103.5908
Russian Federation,1995,Consumer price index: General,6.3318
Russian Federation,2005,Consumer price index: General,61.449
Russian Federation,2010,Consumer price index: General,100
Russian Federation,2015,Consumer price index: General,151.5417
Russian Federation,2016,Consumer price index: General,162.2
Russian Federation,2017,Consumer price index: General,168.2
Russian Federation,2018,Consumer price index: General,173.025
Russian Federation,2005,Consumer price index: Food,58.4188
Russian Federation,2010,Consumer price index: Food,100
Russian Federation,2015,Consumer price index: Food,161.6917
Russian Federation,2016,Consumer price index: Food,171
Russian Federation,2017,Consumer price index: Food,175.6
Russian Federation,2018,Consumer price index: Food,178.4833
Rwanda,2010,Consumer price index: General,100
Rwanda,2015,Consumer price index: General,122.1397
Rwanda,2016,Consumer price index: General,129.1248
Rwanda,2017,Consumer price index: General,135.3591
Rwanda,2018,Consumer price index: General,137.1951
Rwanda,2010,Consumer price index: Food,100
Rwanda,2015,Consumer price index: Food,132.2404
Rwanda,2016,Consumer price index: Food,146.524
Rwanda,2017,Consumer price index: Food,160.3806
Rwanda,2018,Consumer price index: Food,156.0799
Saint Kitts and Nevis,1995,Consumer price index: General,59.5722
Saint Kitts and Nevis,2005,Consumer price index: General,81.6595
Saint Kitts and Nevis,2010,Consumer price index: General,100
Saint Kitts and Nevis,2015,Consumer price index: General,105.658
Saint Kitts and Nevis,2016,Consumer price index: General,104.9321
Saint Kitts and Nevis,2017,Consumer price index: General,105.6613
Saint Kitts and Nevis,2010,Consumer price index: Food,100
Saint Kitts and Nevis,2015,Consumer price index: Food,102.1779
Saint Kitts and Nevis,2016,Consumer price index: Food,95.9
Saint Kitts and Nevis,2017,Consumer price index: Food,95.7
Saint Lucia,1995,Consumer price index: General,69.8217
Saint Lucia,2005,Consumer price index: General,87.3384
Saint Lucia,2010,Consumer price index: General,100
Saint Lucia,2015,Consumer price index: General,111.3565
Saint Lucia,2016,Consumer price index: General,107.9287
Saint Lucia,2017,Consumer price index: General,108.0411
Saint Lucia,2018,Consumer price index: General,110.1325
Saint Lucia,2010,Consumer price index: Food,100
Saint Lucia,2015,Consumer price index: Food,102.3788
Saint Lucia,2016,Consumer price index: Food,99.09
Saint Lucia,2017,Consumer price index: Food,97.64
Saint Lucia,2018,Consumer price index: Food,101.2041
Saint Vincent & Grenadines,1995,Consumer price index: General,67.8771
Saint Vincent & Grenadines,2005,Consumer price index: General,80.9194
Saint Vincent & Grenadines,2010,Consumer price index: General,100
Saint Vincent & Grenadines,2015,Consumer price index: General,105.0728
Saint Vincent & Grenadines,2016,Consumer price index: General,104.9156
Saint Vincent & Grenadines,2017,Consumer price index: General,107.1748
Saint Vincent & Grenadines,2010,Consumer price index: Food,100
Saint Vincent & Grenadines,2015,Consumer price index: Food,109.5024
Saint Vincent & Grenadines,2016,Consumer price index: Food,108.8394
Saint Vincent & Grenadines,2017,Consumer price index: Food,111.5322
Samoa,1995,Consumer price index: General,49.272
Samoa,2005,Consumer price index: General,76.4052
Samoa,2010,Consumer price index: General,100
Samoa,2015,Consumer price index: General,108.3513
Samoa,2016,Consumer price index: General,109.7527
Samoa,2017,Consumer price index: General,111.6217
San Marino,2015,Consumer price index: General,107.73
San Marino,2016,Consumer price index: General,108.35
San Marino,2017,Consumer price index: General,109.49
San Marino,2018,Consumer price index: General,111.42
San Marino,2015,Consumer price index: Food,121.3
San Marino,2016,Consumer price index: Food,123.74
San Marino,2017,Consumer price index: Food,126.72
San Marino,2018,Consumer price index: Food,133.24
Sao Tome and Principe,2005,Consumer price index: General,39.1719
Sao Tome and Principe,2010,Consumer price index: General,100
Sao Tome and Principe,2015,Consumer price index: General,153.9875
Sao Tome and Principe,2016,Consumer price index: General,162.3498
Sao Tome and Principe,2017,Consumer price index: General,171.588
Sao Tome and Principe,2018,Consumer price index: General,185.0896
Sao Tome and Principe,2016,Consumer price index: Food,104.973
Sao Tome and Principe,2017,Consumer price index: Food,111.8831
Saudi Arabia,2005,Consumer price index: General,81.4365
Saudi Arabia,2010,Consumer price index: General,100
Saudi Arabia,2015,Consumer price index: General,114.3646
Saudi Arabia,2016,Consumer price index: General,116.6851
Saudi Arabia,2017,Consumer price index: General,115.6906
Saudi Arabia,2018,Consumer price index: General,118.582
Saudi Arabia,2005,Consumer price index: Food,73.0233
Saudi Arabia,2010,Consumer price index: Food,100
Saudi Arabia,2015,Consumer price index: Food,118.6047
Saudi Arabia,2016,Consumer price index: Food,117.093
Saudi Arabia,2017,Consumer price index: Food,116.1628
Saudi Arabia,2018,Consumer price index: Food,123.6434
Senegal,2010,Consumer price index: General,100
Senegal,2015,Consumer price index: General,105.3255
Senegal,2016,Consumer price index: General,106.8808
Senegal,2017,Consumer price index: General,108.8551
Senegal,2010,Consumer price index: Food,100
Senegal,2015,Consumer price index: Food,110.9269
Senegal,2016,Consumer price index: Food,113.644
Senegal,2017,Consumer price index: Food,117.1736
Serbia,1995,Consumer price index: General,2.5818
Serbia,2005,Consumer price index: General,65.2159
Serbia,2010,Consumer price index: General,100
Serbia,2015,Consumer price index: General,132.9633
Serbia,2016,Consumer price index: General,134.4533
Serbia,2017,Consumer price index: General,138.6533
Serbia,2018,Consumer price index: General,141.3765
Serbia,2010,Consumer price index: Food,100
Serbia,2015,Consumer price index: Food,133.1962
Serbia,2016,Consumer price index: Food,132.8
Serbia,2017,Consumer price index: Food,137.1742
Serbia,2018,Consumer price index: Food,139.6916
Seychelles,1995,Consumer price index: General,40.808
Seychelles,2005,Consumer price index: General,54.103
Seychelles,2010,Consumer price index: General,100
Seychelles,2015,Consumer price index: General,120.9034
Seychelles,2016,Consumer price index: General,119.6385
Seychelles,2017,Consumer price index: General,123.0951
Seychelles,2018,Consumer price index: General,127.6521
Seychelles,2010,Consumer price index: Food,100
Seychelles,2015,Consumer price index: Food,116.6849
Seychelles,2016,Consumer price index: Food,116.7187
Seychelles,2017,Consumer price index: Food,117.7396
Seychelles,2018,Consumer price index: Food,117.8619
Sierra Leone,2010,Consumer price index: General,100
Sierra Leone,2015,Consumer price index: General,134.0972
Sierra Leone,2016,Consumer price index: General,148.6914
Sierra Leone,2017,Consumer price index: General,175.7827
Sierra Leone,2018,Consumer price index: General,205.4225
Sierra Leone,2010,Consumer price index: Food,100
Sierra Leone,2015,Consumer price index: Food,137.7929
Sierra Leone,2016,Consumer price index: Food,155.1078
Sierra Leone,2017,Consumer price index: Food,185.2601
Sierra Leone,2018,Consumer price index: Food,219.1586
Singapore,1995,Consumer price index: General,81.4836
Singapore,2005,Consumer price index: General,87.9516
Singapore,2010,Consumer price index: General,100
Singapore,2015,Consumer price index: General,113.2198
Singapore,2016,Consumer price index: General,112.6171
Singapore,2017,Consumer price index: General,113.2661
Singapore,2018,Consumer price index: General,113.7628
Singapore,1995,Consumer price index: Food,77.3918
Singapore,2005,Consumer price index: Food,85.6462
Singapore,2010,Consumer price index: Food,100
Singapore,2015,Consumer price index: Food,112.9357
Singapore,2016,Consumer price index: Food,115.2543
Singapore,2017,Consumer price index: Food,116.873
Singapore,2018,Consumer price index: Food,118.5505
Slovakia,1995,Consumer price index: General,44.0837
Slovakia,2005,Consumer price index: General,86.8008
Slovakia,2010,Consumer price index: General,100
Slovakia,2015,Consumer price index: General,108.7366
Slovakia,2016,Consumer price index: General,108.1712
Slovakia,2017,Consumer price index: General,109.5903
Slovakia,2018,Consumer price index: General,112.3333
Slovakia,1995,Consumer price index: Food,61.8666
Slovakia,2005,Consumer price index: Food,89.5685
Slovakia,2010,Consumer price index: Food,100
Slovakia,2015,Consumer price index: Food,113.1615
Slovakia,2016,Consumer price index: Food,109.9997
Slovakia,2017,Consumer price index: Food,114.375
Slovakia,2018,Consumer price index: Food,118.8333
Slovenia,1995,Consumer price index: General,44.8046
Slovenia,2005,Consumer price index: General,86.8185
Slovenia,2010,Consumer price index: General,100
Slovenia,2015,Consumer price index: General,105.9471
Slovenia,2016,Consumer price index: General,105.8888
Slovenia,2017,Consumer price index: General,107.4021
Slovenia,2018,Consumer price index: General,109.2729
Slovenia,2005,Consumer price index: Food,81.2993
Slovenia,2010,Consumer price index: Food,100
Slovenia,2015,Consumer price index: Food,113.1767
Slovenia,2016,Consumer price index: Food,114.217
Slovenia,2017,Consumer price index: Food,116.8008
Slovenia,2018,Consumer price index: Food,119.9162
Solomon Islands,1995,Consumer price index: General,28.1854
Solomon Islands,2005,Consumer price index: General,65.7754
Solomon Islands,2010,Consumer price index: General,100
Solomon Islands,2015,Consumer price index: General,125.284
Solomon Islands,2016,Consumer price index: General,125.9261
Solomon Islands,2017,Consumer price index: General,126.5415
Solomon Islands,2015,Consumer price index: Food,552.5167
Solomon Islands,2016,Consumer price index: Food,555.4
Solomon Islands,2017,Consumer price index: Food,551.6333
South Africa,1995,Consumer price index: General,43.3862
South Africa,2005,Consumer price index: General,74.2568
South Africa,2010,Consumer price index: General,100
South Africa,2015,Consumer price index: General,130.1
South Africa,2016,Consumer price index: General,138.4
South Africa,2017,Consumer price index: General,145.7
South Africa,2018,Consumer price index: General,152.3866
South Africa,1995,Consumer price index: Food,34.8865
South Africa,2005,Consumer price index: Food,67.1042
South Africa,2010,Consumer price index: Food,100
South Africa,2015,Consumer price index: Food,137.2
South Africa,2016,Consumer price index: Food,151.7
South Africa,2017,Consumer price index: Food,162.2
South Africa,2018,Consumer price index: Food,168.0408
South Sudan,2010,Consumer price index: General,100
South Sudan,2015,Consumer price index: General,331.8519
South Sudan,2016,Consumer price index: General,"1,592.38"
South Sudan,2017,Consumer price index: General,"4,583.71"
South Sudan,2010,Consumer price index: Food,100
South Sudan,2015,Consumer price index: Food,349.4365
South Sudan,2016,Consumer price index: Food,"1,660.87"
South Sudan,2017,Consumer price index: Food,"4,574.02"
Spain,1995,Consumer price index: General,66.7189
Spain,2005,Consumer price index: General,88.9637
Spain,2010,Consumer price index: General,100
Spain,2015,Consumer price index: General,106.512
Spain,2016,Consumer price index: General,106.2961
Spain,2017,Consumer price index: General,108.3753
Spain,2018,Consumer price index: General,110.1907
Spain,1995,Consumer price index: Food,66.9975
Spain,2005,Consumer price index: Food,89.1613
Spain,2010,Consumer price index: Food,100
Spain,2015,Consumer price index: Food,108.2179
Spain,2016,Consumer price index: Food,109.7335
Spain,2017,Consumer price index: Food,111.0828
Spain,2018,Consumer price index: Food,112.9127
Sri Lanka,1995,Consumer price index: General,23.622
Sri Lanka,2005,Consumer price index: General,58.2514
Sri Lanka,2010,Consumer price index: General,100
Sri Lanka,2015,Consumer price index: General,109.5
Sri Lanka,2016,Consumer price index: General,113.8
Sri Lanka,2017,Consumer price index: General,122.5583
Sri Lanka,2018,Consumer price index: General,125.175
Sri Lanka,2010,Consumer price index: Food,100
Sri Lanka,2015,Consumer price index: Food,110.7
Sri Lanka,2016,Consumer price index: Food,114.1
Sri Lanka,2017,Consumer price index: Food,127.0417
Sri Lanka,2018,Consumer price index: Food,126.7583
State of Palestine,2005,Consumer price index: General,80.7015
State of Palestine,2010,Consumer price index: General,100
State of Palestine,2015,Consumer price index: General,110.9907
State of Palestine,2016,Consumer price index: General,110.7484
State of Palestine,2017,Consumer price index: General,110.982
State of Palestine,2018,Consumer price index: General,110.7658
State of Palestine,2005,Consumer price index: Food,71.8407
State of Palestine,2010,Consumer price index: Food,100
State of Palestine,2015,Consumer price index: Food,107.8193
State of Palestine,2016,Consumer price index: Food,106.2006
State of Palestine,2017,Consumer price index: Food,105.1715
State of Palestine,2018,Consumer price index: Food,104.4349
Sudan,1995,Consumer price index: General,8.3166
Sudan,2005,Consumer price index: General,59.9936
Sudan,2010,Consumer price index: General,100
Sudan,2015,Consumer price index: General,349.8194
Sudan,2015,Consumer price index: Food,501.4931
Suriname,1995,Consumer price index: General,7.2239
Suriname,2005,Consumer price index: General,68.9666
Suriname,2010,Consumer price index: General,100
Suriname,2015,Consumer price index: General,139.2244
