,Year,Series,Value
Tunisia,2010,Emissions (thousand metric tons of carbon dioxide),"27,660"
Tunisia,2012,Emissions (thousand metric tons of carbon dioxide),"27,004"
Tunisia,2013,Emissions (thousand metric tons of carbon dioxide),"27,668"
Tunisia,2014,Emissions (thousand metric tons of carbon dioxide),"28,830"
Tunisia,1975,Emissions per capita (metric tons of carbon dioxide),1
Tunisia,1985,Emissions per capita (metric tons of carbon dioxide),1.6
Tunisia,1995,Emissions per capita (metric tons of carbon dioxide),1.8
Tunisia,2005,Emissions per capita (metric tons of carbon dioxide),2.3
Tunisia,2010,Emissions per capita (metric tons of carbon dioxide),2.6
Tunisia,2012,Emissions per capita (metric tons of carbon dioxide),2.5
Tunisia,2013,Emissions per capita (metric tons of carbon dioxide),2.5
Tunisia,2014,Emissions per capita (metric tons of carbon dioxide),2.6
Turkey,1975,Emissions (thousand metric tons of carbon dioxide),"65,698"
Turkey,1985,Emissions (thousand metric tons of carbon dioxide),"106,717"
Turkey,1995,Emissions (thousand metric tons of carbon dioxide),"171,975"
Turkey,2005,Emissions (thousand metric tons of carbon dioxide),"237,391"
Turkey,2010,Emissions (thousand metric tons of carbon dioxide),"298,002"
Turkey,2012,Emissions (thousand metric tons of carbon dioxide),"329,561"
Turkey,2013,Emissions (thousand metric tons of carbon dioxide),"324,772"
Turkey,2014,Emissions (thousand metric tons of carbon dioxide),"345,981"
Turkey,1975,Emissions per capita (metric tons of carbon dioxide),1.7
Turkey,1985,Emissions per capita (metric tons of carbon dioxide),2.2
Turkey,1995,Emissions per capita (metric tons of carbon dioxide),2.9
Turkey,2005,Emissions per capita (metric tons of carbon dioxide),3.5
Turkey,2010,Emissions per capita (metric tons of carbon dioxide),4.1
Turkey,2012,Emissions per capita (metric tons of carbon dioxide),4.4
Turkey,2013,Emissions per capita (metric tons of carbon dioxide),4.3
Turkey,2014,Emissions per capita (metric tons of carbon dioxide),4.5
Turkmenistan,1995,Emissions (thousand metric tons of carbon dioxide),"34,000"
Turkmenistan,2005,Emissions (thousand metric tons of carbon dioxide),"48,338"
Turkmenistan,2010,Emissions (thousand metric tons of carbon dioxide),"57,290"
Turkmenistan,2012,Emissions (thousand metric tons of carbon dioxide),"64,873"
Turkmenistan,2013,Emissions (thousand metric tons of carbon dioxide),"66,736"
Turkmenistan,2014,Emissions (thousand metric tons of carbon dioxide),"68,423"
Turkmenistan,1995,Emissions per capita (metric tons of carbon dioxide),8.1
Turkmenistan,2005,Emissions per capita (metric tons of carbon dioxide),10.2
Turkmenistan,2010,Emissions per capita (metric tons of carbon dioxide),11.4
Turkmenistan,2012,Emissions per capita (metric tons of carbon dioxide),12.5
Turkmenistan,2013,Emissions per capita (metric tons of carbon dioxide),12.7
Turkmenistan,2014,Emissions per capita (metric tons of carbon dioxide),12.9
Turks and Caicos Islands,1995,Emissions (thousand metric tons of carbon dioxide),48
Turks and Caicos Islands,2005,Emissions (thousand metric tons of carbon dioxide),121
Turks and Caicos Islands,2010,Emissions (thousand metric tons of carbon dioxide),191
Turks and Caicos Islands,2012,Emissions (thousand metric tons of carbon dioxide),198
Turks and Caicos Islands,2013,Emissions (thousand metric tons of carbon dioxide),198
Turks and Caicos Islands,2014,Emissions (thousand metric tons of carbon dioxide),205
Turks and Caicos Islands,1995,Emissions per capita (metric tons of carbon dioxide),3
Turks and Caicos Islands,2005,Emissions per capita (metric tons of carbon dioxide),4
Turks and Caicos Islands,2010,Emissions per capita (metric tons of carbon dioxide),6.1
Turks and Caicos Islands,2012,Emissions per capita (metric tons of carbon dioxide),6.2
Turks and Caicos Islands,2013,Emissions per capita (metric tons of carbon dioxide),6
Turks and Caicos Islands,2014,Emissions per capita (metric tons of carbon dioxide),6.1
Tuvalu,1995,Emissions (thousand metric tons of carbon dioxide),7
Tuvalu,2005,Emissions (thousand metric tons of carbon dioxide),11
Tuvalu,2010,Emissions (thousand metric tons of carbon dioxide),7
Tuvalu,2012,Emissions (thousand metric tons of carbon dioxide),11
Tuvalu,2013,Emissions (thousand metric tons of carbon dioxide),11
Tuvalu,2014,Emissions (thousand metric tons of carbon dioxide),11
Uganda,1975,Emissions (thousand metric tons of carbon dioxide),"1,133"
Uganda,1985,Emissions (thousand metric tons of carbon dioxide),620
Uganda,1995,Emissions (thousand metric tons of carbon dioxide),939
Uganda,2005,Emissions (thousand metric tons of carbon dioxide),"2,171"
Uganda,2010,Emissions (thousand metric tons of carbon dioxide),"3,920"
Uganda,2012,Emissions (thousand metric tons of carbon dioxide),"4,070"
Uganda,2013,Emissions (thousand metric tons of carbon dioxide),"4,870"
Uganda,2014,Emissions (thousand metric tons of carbon dioxide),"5,229"
Uganda,1975,Emissions per capita (metric tons of carbon dioxide),0.1
Uganda,1985,Emissions per capita (metric tons of carbon dioxide),0
Uganda,1995,Emissions per capita (metric tons of carbon dioxide),0
Uganda,2005,Emissions per capita (metric tons of carbon dioxide),0.1
Uganda,2010,Emissions per capita (metric tons of carbon dioxide),0.1
Uganda,2012,Emissions per capita (metric tons of carbon dioxide),0.1
Uganda,2013,Emissions per capita (metric tons of carbon dioxide),0.1
Uganda,2014,Emissions per capita (metric tons of carbon dioxide),0.1
Ukraine,1995,Emissions (thousand metric tons of carbon dioxide),"445,944"
Ukraine,2005,Emissions (thousand metric tons of carbon dioxide),"333,877"
Ukraine,2010,Emissions (thousand metric tons of carbon dioxide),"304,643"
Ukraine,2012,Emissions (thousand metric tons of carbon dioxide),"295,791"
Ukraine,2013,Emissions (thousand metric tons of carbon dioxide),"271,875"
Ukraine,2014,Emissions (thousand metric tons of carbon dioxide),"227,299"
Ukraine,1995,Emissions per capita (metric tons of carbon dioxide),8.7
Ukraine,2005,Emissions per capita (metric tons of carbon dioxide),7.1
Ukraine,2010,Emissions per capita (metric tons of carbon dioxide),6.7
Ukraine,2012,Emissions per capita (metric tons of carbon dioxide),6.5
Ukraine,2013,Emissions per capita (metric tons of carbon dioxide),6
Ukraine,2014,Emissions per capita (metric tons of carbon dioxide),5.1
United Arab Emirates,1975,Emissions (thousand metric tons of carbon dioxide),"31,070"
United Arab Emirates,1985,Emissions (thousand metric tons of carbon dioxide),"49,926"
United Arab Emirates,1995,Emissions (thousand metric tons of carbon dioxide),"70,641"
United Arab Emirates,2005,Emissions (thousand metric tons of carbon dioxide),"116,149"
United Arab Emirates,2010,Emissions (thousand metric tons of carbon dioxide),"160,813"
United Arab Emirates,2012,Emissions (thousand metric tons of carbon dioxide),"176,386"
United Arab Emirates,2013,Emissions (thousand metric tons of carbon dioxide),"170,706"
United Arab Emirates,2014,Emissions (thousand metric tons of carbon dioxide),"211,370"
United Arab Emirates,1975,Emissions per capita (metric tons of carbon dioxide),58.2
United Arab Emirates,1985,Emissions per capita (metric tons of carbon dioxide),37
United Arab Emirates,1995,Emissions per capita (metric tons of carbon dioxide),30.1
United Arab Emirates,2005,Emissions per capita (metric tons of carbon dioxide),28.5
United Arab Emirates,2010,Emissions per capita (metric tons of carbon dioxide),19.3
United Arab Emirates,2012,Emissions per capita (metric tons of carbon dioxide),19.7
United Arab Emirates,2013,Emissions per capita (metric tons of carbon dioxide),18.9
United Arab Emirates,2014,Emissions per capita (metric tons of carbon dioxide),23.2
United Kingdom,1975,Emissions (thousand metric tons of carbon dioxide),"603,643"
United Kingdom,1985,Emissions (thousand metric tons of carbon dioxide),"559,856"
United Kingdom,1995,Emissions (thousand metric tons of carbon dioxide),"538,118"
United Kingdom,2005,Emissions (thousand metric tons of carbon dioxide),"542,580"
United Kingdom,2010,Emissions (thousand metric tons of carbon dioxide),"493,208"
United Kingdom,2012,Emissions (thousand metric tons of carbon dioxide),"468,573"
United Kingdom,2013,Emissions (thousand metric tons of carbon dioxide),"458,250"
United Kingdom,2014,Emissions (thousand metric tons of carbon dioxide),"419,820"
United Kingdom,1975,Emissions per capita (metric tons of carbon dioxide),10.7
United Kingdom,1985,Emissions per capita (metric tons of carbon dioxide),9.9
United Kingdom,1995,Emissions per capita (metric tons of carbon dioxide),9.2
United Kingdom,2005,Emissions per capita (metric tons of carbon dioxide),9
United Kingdom,2010,Emissions per capita (metric tons of carbon dioxide),7.8
United Kingdom,2012,Emissions per capita (metric tons of carbon dioxide),7.4
United Kingdom,2013,Emissions per capita (metric tons of carbon dioxide),7.2
United Kingdom,2014,Emissions per capita (metric tons of carbon dioxide),6.5
United Rep. of Tanzania,1975,Emissions (thousand metric tons of carbon dioxide),"2,285"
United Rep. of Tanzania,1985,Emissions (thousand metric tons of carbon dioxide),"2,358"
United Rep. of Tanzania,1995,Emissions (thousand metric tons of carbon dioxide),"3,553"
United Rep. of Tanzania,2005,Emissions (thousand metric tons of carbon dioxide),"5,504"
United Rep. of Tanzania,2010,Emissions (thousand metric tons of carbon dioxide),"7,107"
United Rep. of Tanzania,2012,Emissions (thousand metric tons of carbon dioxide),"9,545"
United Rep. of Tanzania,2013,Emissions (thousand metric tons of carbon dioxide),"11,177"
United Rep. of Tanzania,2014,Emissions (thousand metric tons of carbon dioxide),"11,562"
United Rep. of Tanzania,1975,Emissions per capita (metric tons of carbon dioxide),0.1
United Rep. of Tanzania,1985,Emissions per capita (metric tons of carbon dioxide),0.1
United Rep. of Tanzania,1995,Emissions per capita (metric tons of carbon dioxide),0.1
United Rep. of Tanzania,2005,Emissions per capita (metric tons of carbon dioxide),0.1
United Rep. of Tanzania,2010,Emissions per capita (metric tons of carbon dioxide),0.1
United Rep. of Tanzania,2012,Emissions per capita (metric tons of carbon dioxide),0.2
United Rep. of Tanzania,2013,Emissions per capita (metric tons of carbon dioxide),0.2
United Rep. of Tanzania,2014,Emissions per capita (metric tons of carbon dioxide),0.2
United States of America,1975,Emissions (thousand metric tons of carbon dioxide),"4,406,330"
United States of America,1985,Emissions (thousand metric tons of carbon dioxide),"4,492,555"
United States of America,1995,Emissions (thousand metric tons of carbon dioxide),"5,132,920"
United States of America,2005,Emissions (thousand metric tons of carbon dioxide),"5,789,727"
United States of America,2010,Emissions (thousand metric tons of carbon dioxide),"5,395,532"
United States of America,2012,Emissions (thousand metric tons of carbon dioxide),"5,119,436"
United States of America,2013,Emissions (thousand metric tons of carbon dioxide),"5,159,161"
United States of America,2014,Emissions (thousand metric tons of carbon dioxide),"5,254,279"
United States of America,1975,Emissions per capita (metric tons of carbon dioxide),19.8
United States of America,1985,Emissions per capita (metric tons of carbon dioxide),18.4
United States of America,1995,Emissions per capita (metric tons of carbon dioxide),19
United States of America,2005,Emissions per capita (metric tons of carbon dioxide),19.3
United States of America,2010,Emissions per capita (metric tons of carbon dioxide),17.2
United States of America,2012,Emissions per capita (metric tons of carbon dioxide),16.1
United States of America,2013,Emissions per capita (metric tons of carbon dioxide),16.1
United States of America,2014,Emissions per capita (metric tons of carbon dioxide),16.2
Uruguay,1975,Emissions (thousand metric tons of carbon dioxide),"5,970"
Uruguay,1985,Emissions (thousand metric tons of carbon dioxide),"3,297"
Uruguay,1995,Emissions (thousand metric tons of carbon dioxide),"4,591"
Uruguay,2005,Emissions (thousand metric tons of carbon dioxide),"5,776"
Uruguay,2010,Emissions (thousand metric tons of carbon dioxide),"6,388"
Uruguay,2012,Emissions (thousand metric tons of carbon dioxide),"8,694"
Uruguay,2013,Emissions (thousand metric tons of carbon dioxide),"7,587"
Uruguay,2014,Emissions (thousand metric tons of carbon dioxide),"6,747"
Uruguay,1975,Emissions per capita (metric tons of carbon dioxide),2.1
Uruguay,1985,Emissions per capita (metric tons of carbon dioxide),1.1
Uruguay,1995,Emissions per capita (metric tons of carbon dioxide),1.4
Uruguay,2005,Emissions per capita (metric tons of carbon dioxide),1.7
Uruguay,2010,Emissions per capita (metric tons of carbon dioxide),1.9
Uruguay,2012,Emissions per capita (metric tons of carbon dioxide),2.6
Uruguay,2013,Emissions per capita (metric tons of carbon dioxide),2.2
Uruguay,2014,Emissions per capita (metric tons of carbon dioxide),2
Uzbekistan,1995,Emissions (thousand metric tons of carbon dioxide),"103,435"
Uzbekistan,2005,Emissions (thousand metric tons of carbon dioxide),"117,249"
Uzbekistan,2010,Emissions (thousand metric tons of carbon dioxide),"104,168"
Uzbekistan,2012,Emissions (thousand metric tons of carbon dioxide),"115,815"
Uzbekistan,2013,Emissions (thousand metric tons of carbon dioxide),"103,354"
Uzbekistan,2014,Emissions (thousand metric tons of carbon dioxide),"105,214"
Uzbekistan,1995,Emissions per capita (metric tons of carbon dioxide),4.5
Uzbekistan,2005,Emissions per capita (metric tons of carbon dioxide),4.5
Uzbekistan,2010,Emissions per capita (metric tons of carbon dioxide),3.7
Uzbekistan,2012,Emissions per capita (metric tons of carbon dioxide),4
Uzbekistan,2013,Emissions per capita (metric tons of carbon dioxide),3.6
Uzbekistan,2014,Emissions per capita (metric tons of carbon dioxide),3.6
Vanuatu,1975,Emissions (thousand metric tons of carbon dioxide),55
Vanuatu,1985,Emissions (thousand metric tons of carbon dioxide),121
Vanuatu,1995,Emissions (thousand metric tons of carbon dioxide),66
Vanuatu,2005,Emissions (thousand metric tons of carbon dioxide),59
Vanuatu,2010,Emissions (thousand metric tons of carbon dioxide),121
Vanuatu,2012,Emissions (thousand metric tons of carbon dioxide),114
Vanuatu,2013,Emissions (thousand metric tons of carbon dioxide),106
Vanuatu,2014,Emissions (thousand metric tons of carbon dioxide),154
Vanuatu,1975,Emissions per capita (metric tons of carbon dioxide),0.6
Vanuatu,1985,Emissions per capita (metric tons of carbon dioxide),1
Vanuatu,1995,Emissions per capita (metric tons of carbon dioxide),0.4
Vanuatu,2005,Emissions per capita (metric tons of carbon dioxide),0.3
Vanuatu,2010,Emissions per capita (metric tons of carbon dioxide),0.5
Vanuatu,2012,Emissions per capita (metric tons of carbon dioxide),0.5
Vanuatu,2013,Emissions per capita (metric tons of carbon dioxide),0.4
Vanuatu,2014,Emissions per capita (metric tons of carbon dioxide),0.6
Venezuela (Boliv. Rep. of),1975,Emissions (thousand metric tons of carbon dioxide),"63,817"
Venezuela (Boliv. Rep. of),1985,Emissions (thousand metric tons of carbon dioxide),"101,279"
Venezuela (Boliv. Rep. of),1995,Emissions (thousand metric tons of carbon dioxide),"133,350"
Venezuela (Boliv. Rep. of),2005,Emissions (thousand metric tons of carbon dioxide),"165,096"
Venezuela (Boliv. Rep. of),2010,Emissions (thousand metric tons of carbon dioxide),"189,071"
Venezuela (Boliv. Rep. of),2012,Emissions (thousand metric tons of carbon dioxide),"198,766"
