,Year,Series,Value
Libya,1995,Emissions per capita (metric tons of carbon dioxide),9.6
Libya,2005,Emissions per capita (metric tons of carbon dioxide),9
Libya,2010,Emissions per capita (metric tons of carbon dioxide),9.9
Libya,2012,Emissions per capita (metric tons of carbon dioxide),8.4
Libya,2013,Emissions per capita (metric tons of carbon dioxide),9
Libya,2014,Emissions per capita (metric tons of carbon dioxide),9.1
Liechtenstein,2010,Emissions (thousand metric tons of carbon dioxide),55
Liechtenstein,2012,Emissions (thousand metric tons of carbon dioxide),48
Liechtenstein,2013,Emissions (thousand metric tons of carbon dioxide),51
Liechtenstein,2014,Emissions (thousand metric tons of carbon dioxide),44
Liechtenstein,2010,Emissions per capita (metric tons of carbon dioxide),1.5
Liechtenstein,2012,Emissions per capita (metric tons of carbon dioxide),1.3
Liechtenstein,2013,Emissions per capita (metric tons of carbon dioxide),1.4
Liechtenstein,2014,Emissions per capita (metric tons of carbon dioxide),1.1
Lithuania,1995,Emissions (thousand metric tons of carbon dioxide),"16,204"
Lithuania,2005,Emissions (thousand metric tons of carbon dioxide),"13,902"
Lithuania,2010,Emissions (thousand metric tons of carbon dioxide),"13,469"
Lithuania,2012,Emissions (thousand metric tons of carbon dioxide),"13,832"
Lithuania,2013,Emissions (thousand metric tons of carbon dioxide),"12,640"
Lithuania,2014,Emissions (thousand metric tons of carbon dioxide),"12,838"
Lithuania,1995,Emissions per capita (metric tons of carbon dioxide),4.5
Lithuania,2005,Emissions per capita (metric tons of carbon dioxide),4.1
Lithuania,2010,Emissions per capita (metric tons of carbon dioxide),4.3
Lithuania,2012,Emissions per capita (metric tons of carbon dioxide),4.6
Lithuania,2013,Emissions per capita (metric tons of carbon dioxide),4.3
Lithuania,2014,Emissions per capita (metric tons of carbon dioxide),4.4
Luxembourg,1975,Emissions (thousand metric tons of carbon dioxide),"11,844"
Luxembourg,1985,Emissions (thousand metric tons of carbon dioxide),"9,168"
Luxembourg,1995,Emissions (thousand metric tons of carbon dioxide),"8,317"
Luxembourg,2005,Emissions (thousand metric tons of carbon dioxide),"11,547"
Luxembourg,2010,Emissions (thousand metric tons of carbon dioxide),"10,968"
Luxembourg,2012,Emissions (thousand metric tons of carbon dioxide),"10,664"
Luxembourg,2013,Emissions (thousand metric tons of carbon dioxide),"10,051"
Luxembourg,2014,Emissions (thousand metric tons of carbon dioxide),"9,659"
Luxembourg,1975,Emissions per capita (metric tons of carbon dioxide),33
Luxembourg,1985,Emissions per capita (metric tons of carbon dioxide),25
Luxembourg,1995,Emissions per capita (metric tons of carbon dioxide),20.4
Luxembourg,2005,Emissions per capita (metric tons of carbon dioxide),25.3
Luxembourg,2010,Emissions per capita (metric tons of carbon dioxide),21.6
Luxembourg,2012,Emissions per capita (metric tons of carbon dioxide),20
Luxembourg,2013,Emissions per capita (metric tons of carbon dioxide),18.4
Luxembourg,2014,Emissions per capita (metric tons of carbon dioxide),17.3
Madagascar,1975,Emissions (thousand metric tons of carbon dioxide),"1,694"
Madagascar,1985,Emissions (thousand metric tons of carbon dioxide),"1,056"
Madagascar,1995,Emissions (thousand metric tons of carbon dioxide),"1,265"
Madagascar,2005,Emissions (thousand metric tons of carbon dioxide),"1,742"
Madagascar,2010,Emissions (thousand metric tons of carbon dioxide),"1,958"
Madagascar,2012,Emissions (thousand metric tons of carbon dioxide),"2,706"
Madagascar,2013,Emissions (thousand metric tons of carbon dioxide),"3,117"
Madagascar,2014,Emissions (thousand metric tons of carbon dioxide),"3,077"
Madagascar,1975,Emissions per capita (metric tons of carbon dioxide),0.2
Madagascar,1985,Emissions per capita (metric tons of carbon dioxide),0.1
Madagascar,1995,Emissions per capita (metric tons of carbon dioxide),0.1
Madagascar,2005,Emissions per capita (metric tons of carbon dioxide),0.1
Madagascar,2010,Emissions per capita (metric tons of carbon dioxide),0.1
Madagascar,2012,Emissions per capita (metric tons of carbon dioxide),0.1
Madagascar,2013,Emissions per capita (metric tons of carbon dioxide),0.1
Madagascar,2014,Emissions per capita (metric tons of carbon dioxide),0.1
Malawi,1975,Emissions (thousand metric tons of carbon dioxide),579
Malawi,1985,Emissions (thousand metric tons of carbon dioxide),557
Malawi,1995,Emissions (thousand metric tons of carbon dioxide),920
Malawi,2005,Emissions (thousand metric tons of carbon dioxide),876
Malawi,2010,Emissions (thousand metric tons of carbon dioxide),"1,144"
Malawi,2012,Emissions (thousand metric tons of carbon dioxide),"1,096"
Malawi,2013,Emissions (thousand metric tons of carbon dioxide),"1,225"
Malawi,2014,Emissions (thousand metric tons of carbon dioxide),"1,276"
Malawi,1975,Emissions per capita (metric tons of carbon dioxide),0.1
Malawi,1985,Emissions per capita (metric tons of carbon dioxide),0.1
Malawi,1995,Emissions per capita (metric tons of carbon dioxide),0.1
Malawi,2005,Emissions per capita (metric tons of carbon dioxide),0.1
Malawi,2010,Emissions per capita (metric tons of carbon dioxide),0.1
Malawi,2012,Emissions per capita (metric tons of carbon dioxide),0.1
Malawi,2013,Emissions per capita (metric tons of carbon dioxide),0.1
Malawi,2014,Emissions per capita (metric tons of carbon dioxide),0.1
Malaysia,1975,Emissions (thousand metric tons of carbon dioxide),"19,446"
Malaysia,1985,Emissions (thousand metric tons of carbon dioxide),"36,237"
Malaysia,1995,Emissions (thousand metric tons of carbon dioxide),"121,132"
Malaysia,2005,Emissions (thousand metric tons of carbon dioxide),"174,487"
Malaysia,2010,Emissions (thousand metric tons of carbon dioxide),"218,476"
Malaysia,2012,Emissions (thousand metric tons of carbon dioxide),"218,707"
Malaysia,2013,Emissions (thousand metric tons of carbon dioxide),"236,510"
Malaysia,2014,Emissions (thousand metric tons of carbon dioxide),"242,821"
Malaysia,1975,Emissions per capita (metric tons of carbon dioxide),1.6
Malaysia,1985,Emissions per capita (metric tons of carbon dioxide),2.3
Malaysia,1995,Emissions per capita (metric tons of carbon dioxide),5.8
Malaysia,2005,Emissions per capita (metric tons of carbon dioxide),6.7
Malaysia,2010,Emissions per capita (metric tons of carbon dioxide),7.8
Malaysia,2012,Emissions per capita (metric tons of carbon dioxide),7.6
Malaysia,2013,Emissions per capita (metric tons of carbon dioxide),8
Malaysia,2014,Emissions per capita (metric tons of carbon dioxide),8.1
Maldives,1975,Emissions (thousand metric tons of carbon dioxide),7
Maldives,1985,Emissions (thousand metric tons of carbon dioxide),66
Maldives,1995,Emissions (thousand metric tons of carbon dioxide),249
Maldives,2005,Emissions (thousand metric tons of carbon dioxide),601
Maldives,2010,Emissions (thousand metric tons of carbon dioxide),935
Maldives,2012,Emissions (thousand metric tons of carbon dioxide),"1,111"
Maldives,2013,Emissions (thousand metric tons of carbon dioxide),"1,093"
Maldives,2014,Emissions (thousand metric tons of carbon dioxide),"1,335"
Maldives,1975,Emissions per capita (metric tons of carbon dioxide),0
Maldives,1985,Emissions per capita (metric tons of carbon dioxide),0.3
Maldives,1995,Emissions per capita (metric tons of carbon dioxide),1
Maldives,2005,Emissions per capita (metric tons of carbon dioxide),2.1
Maldives,2010,Emissions per capita (metric tons of carbon dioxide),2.8
Maldives,2012,Emissions per capita (metric tons of carbon dioxide),3.2
Maldives,2013,Emissions per capita (metric tons of carbon dioxide),3.1
Maldives,2014,Emissions per capita (metric tons of carbon dioxide),3.7
Mali,1975,Emissions (thousand metric tons of carbon dioxide),341
Mali,1985,Emissions (thousand metric tons of carbon dioxide),407
Mali,1995,Emissions (thousand metric tons of carbon dioxide),469
Mali,2005,Emissions (thousand metric tons of carbon dioxide),898
Mali,2010,Emissions (thousand metric tons of carbon dioxide),964
Mali,2012,Emissions (thousand metric tons of carbon dioxide),994
Mali,2013,Emissions (thousand metric tons of carbon dioxide),"1,027"
Mali,2014,Emissions (thousand metric tons of carbon dioxide),"1,412"
Mali,1975,Emissions per capita (metric tons of carbon dioxide),0
Mali,1985,Emissions per capita (metric tons of carbon dioxide),0
Mali,1995,Emissions per capita (metric tons of carbon dioxide),0
Mali,2005,Emissions per capita (metric tons of carbon dioxide),0.1
Mali,2010,Emissions per capita (metric tons of carbon dioxide),0.1
Mali,2012,Emissions per capita (metric tons of carbon dioxide),0.1
Mali,2013,Emissions per capita (metric tons of carbon dioxide),0.1
Mali,2014,Emissions per capita (metric tons of carbon dioxide),0.1
Malta,1975,Emissions (thousand metric tons of carbon dioxide),667
Malta,1985,Emissions (thousand metric tons of carbon dioxide),"1,199"
Malta,1995,Emissions (thousand metric tons of carbon dioxide),"2,123"
Malta,2005,Emissions (thousand metric tons of carbon dioxide),"2,699"
Malta,2010,Emissions (thousand metric tons of carbon dioxide),"2,560"
Malta,2012,Emissions (thousand metric tons of carbon dioxide),"2,681"
Malta,2013,Emissions (thousand metric tons of carbon dioxide),"2,340"
Malta,2014,Emissions (thousand metric tons of carbon dioxide),"2,347"
Malta,1975,Emissions per capita (metric tons of carbon dioxide),2.2
Malta,1985,Emissions per capita (metric tons of carbon dioxide),3.4
Malta,1995,Emissions per capita (metric tons of carbon dioxide),5.5
Malta,2005,Emissions per capita (metric tons of carbon dioxide),6.6
Malta,2010,Emissions per capita (metric tons of carbon dioxide),6.2
Malta,2012,Emissions per capita (metric tons of carbon dioxide),6.5
Malta,2013,Emissions per capita (metric tons of carbon dioxide),5.6
Malta,2014,Emissions per capita (metric tons of carbon dioxide),5.6
Marshall Islands,1995,Emissions (thousand metric tons of carbon dioxide),66
Marshall Islands,2005,Emissions (thousand metric tons of carbon dioxide),84
Marshall Islands,2010,Emissions (thousand metric tons of carbon dioxide),103
Marshall Islands,2012,Emissions (thousand metric tons of carbon dioxide),103
Marshall Islands,2013,Emissions (thousand metric tons of carbon dioxide),103
Marshall Islands,2014,Emissions (thousand metric tons of carbon dioxide),103
Marshall Islands,1995,Emissions per capita (metric tons of carbon dioxide),1.3
Marshall Islands,2005,Emissions per capita (metric tons of carbon dioxide),1.7
Marshall Islands,2010,Emissions per capita (metric tons of carbon dioxide),2
Marshall Islands,2012,Emissions per capita (metric tons of carbon dioxide),1.9
Marshall Islands,2013,Emissions per capita (metric tons of carbon dioxide),2
Marshall Islands,2014,Emissions per capita (metric tons of carbon dioxide),1.9
Martinique,1975,Emissions (thousand metric tons of carbon dioxide),902
Martinique,1985,Emissions (thousand metric tons of carbon dioxide),"1,210"
Martinique,1995,Emissions (thousand metric tons of carbon dioxide),"1,639"
Martinique,2005,Emissions (thousand metric tons of carbon dioxide),"2,204"
Martinique,2010,Emissions (thousand metric tons of carbon dioxide),"2,010"
Martinique,2012,Emissions (thousand metric tons of carbon dioxide),"2,215"
Martinique,2013,Emissions (thousand metric tons of carbon dioxide),"2,211"
Martinique,2014,Emissions (thousand metric tons of carbon dioxide),"2,299"
Martinique,1975,Emissions per capita (metric tons of carbon dioxide),2.8
Martinique,1985,Emissions per capita (metric tons of carbon dioxide),3.6
Martinique,1995,Emissions per capita (metric tons of carbon dioxide),4.4
Martinique,2005,Emissions per capita (metric tons of carbon dioxide),5.5
Martinique,2010,Emissions per capita (metric tons of carbon dioxide),5.1
Martinique,2012,Emissions per capita (metric tons of carbon dioxide),5.6
Martinique,2013,Emissions per capita (metric tons of carbon dioxide),5.6
Martinique,2014,Emissions per capita (metric tons of carbon dioxide),5.8
Mauritania,1975,Emissions (thousand metric tons of carbon dioxide),510
Mauritania,1985,Emissions (thousand metric tons of carbon dioxide),656
Mauritania,1995,Emissions (thousand metric tons of carbon dioxide),"1,074"
Mauritania,2005,Emissions (thousand metric tons of carbon dioxide),"1,588"
Mauritania,2010,Emissions (thousand metric tons of carbon dioxide),"2,237"
Mauritania,2012,Emissions (thousand metric tons of carbon dioxide),"2,655"
Mauritania,2013,Emissions (thousand metric tons of carbon dioxide),"2,670"
Mauritania,2014,Emissions (thousand metric tons of carbon dioxide),"2,710"
Mauritania,1975,Emissions per capita (metric tons of carbon dioxide),0.4
Mauritania,1985,Emissions per capita (metric tons of carbon dioxide),0.4
Mauritania,1995,Emissions per capita (metric tons of carbon dioxide),0.5
Mauritania,2005,Emissions per capita (metric tons of carbon dioxide),0.5
Mauritania,2010,Emissions per capita (metric tons of carbon dioxide),0.6
Mauritania,2012,Emissions per capita (metric tons of carbon dioxide),0.7
Mauritania,2013,Emissions per capita (metric tons of carbon dioxide),0.7
Mauritania,2014,Emissions per capita (metric tons of carbon dioxide),0.7
Mauritius,1975,Emissions (thousand metric tons of carbon dioxide),590
Mauritius,1985,Emissions (thousand metric tons of carbon dioxide),708
Mauritius,1995,Emissions (thousand metric tons of carbon dioxide),"1,830"
Mauritius,2005,Emissions (thousand metric tons of carbon dioxide),"3,297"
Mauritius,2010,Emissions (thousand metric tons of carbon dioxide),"3,916"
Mauritius,2012,Emissions (thousand metric tons of carbon dioxide),"3,968"
Mauritius,2013,Emissions (thousand metric tons of carbon dioxide),"4,070"
Mauritius,2014,Emissions (thousand metric tons of carbon dioxide),"4,228"
Mauritius,1975,Emissions per capita (metric tons of carbon dioxide),0.7
Mauritius,1985,Emissions per capita (metric tons of carbon dioxide),0.7
Mauritius,1995,Emissions per capita (metric tons of carbon dioxide),1.6
Mauritius,2005,Emissions per capita (metric tons of carbon dioxide),2.6
Mauritius,2010,Emissions per capita (metric tons of carbon dioxide),3.2
Mauritius,2012,Emissions per capita (metric tons of carbon dioxide),3.2
Mauritius,2013,Emissions per capita (metric tons of carbon dioxide),3.2
Mauritius,2014,Emissions per capita (metric tons of carbon dioxide),3.3
Mexico,1975,Emissions (thousand metric tons of carbon dioxide),"164,472"
Mexico,1985,Emissions (thousand metric tons of carbon dioxide),"288,501"
Mexico,1995,Emissions (thousand metric tons of carbon dioxide),"332,817"
Mexico,2005,Emissions (thousand metric tons of carbon dioxide),"466,362"
Mexico,2010,Emissions (thousand metric tons of carbon dioxide),"464,308"
Mexico,2012,Emissions (thousand metric tons of carbon dioxide),"496,325"
Mexico,2013,Emissions (thousand metric tons of carbon dioxide),"490,340"
Mexico,2014,Emissions (thousand metric tons of carbon dioxide),"480,271"
Mexico,1975,Emissions per capita (metric tons of carbon dioxide),2.7
Mexico,1985,Emissions per capita (metric tons of carbon dioxide),3.8
Mexico,1995,Emissions per capita (metric tons of carbon dioxide),3.6
Mexico,2005,Emissions per capita (metric tons of carbon dioxide),4.4
Mexico,2010,Emissions per capita (metric tons of carbon dioxide),3.9
Mexico,2012,Emissions per capita (metric tons of carbon dioxide),4.1
Mexico,2013,Emissions per capita (metric tons of carbon dioxide),4
Mexico,2014,Emissions per capita (metric tons of carbon dioxide),3.8
Micronesia (Fed. States of),1995,Emissions (thousand metric tons of carbon dioxide),106
Micronesia (Fed. States of),2005,Emissions (thousand metric tons of carbon dioxide),121
Micronesia (Fed. States of),2010,Emissions (thousand metric tons of carbon dioxide),114
Micronesia (Fed. States of),2012,Emissions (thousand metric tons of carbon dioxide),136
Micronesia (Fed. States of),2013,Emissions (thousand metric tons of carbon dioxide),143
Micronesia (Fed. States of),2014,Emissions (thousand metric tons of carbon dioxide),150
Micronesia (Fed. States of),1995,Emissions per capita (metric tons of carbon dioxide),1
Micronesia (Fed. States of),2005,Emissions per capita (metric tons of carbon dioxide),1.1
Micronesia (Fed. States of),2010,Emissions per capita (metric tons of carbon dioxide),1.1
Micronesia (Fed. States of),2012,Emissions per capita (metric tons of carbon dioxide),1.3
Micronesia (Fed. States of),2013,Emissions per capita (metric tons of carbon dioxide),1.4
Micronesia (Fed. States of),2014,Emissions per capita (metric tons of carbon dioxide),1.4
Mongolia,1975,Emissions (thousand metric tons of carbon dioxide),"4,067"
Mongolia,1985,Emissions (thousand metric tons of carbon dioxide),"9,028"
Mongolia,1995,Emissions (thousand metric tons of carbon dioxide),"7,921"
Mongolia,2005,Emissions (thousand metric tons of carbon dioxide),"8,562"
Mongolia,2010,Emissions (thousand metric tons of carbon dioxide),"13,821"
Mongolia,2012,Emissions (thousand metric tons of carbon dioxide),"26,226"
Mongolia,2013,Emissions (thousand metric tons of carbon dioxide),"38,753"
Mongolia,2014,Emissions (thousand metric tons of carbon dioxide),"20,840"
Mongolia,1975,Emissions per capita (metric tons of carbon dioxide),2.8
Mongolia,1985,Emissions per capita (metric tons of carbon dioxide),4.7
Mongolia,1995,Emissions per capita (metric tons of carbon dioxide),3.4
Mongolia,2005,Emissions per capita (metric tons of carbon dioxide),3.4
Mongolia,2010,Emissions per capita (metric tons of carbon dioxide),5.1
Mongolia,2012,Emissions per capita (metric tons of carbon dioxide),9.4
Mongolia,2013,Emissions per capita (metric tons of carbon dioxide),13.6
Mongolia,2014,Emissions per capita (metric tons of carbon dioxide),7.2
Montenegro,2010,Emissions (thousand metric tons of carbon dioxide),"2,582"
Montenegro,2012,Emissions (thousand metric tons of carbon dioxide),"2,336"
Montenegro,2013,Emissions (thousand metric tons of carbon dioxide),"2,248"
Montenegro,2014,Emissions (thousand metric tons of carbon dioxide),"2,211"
Montenegro,2010,Emissions per capita (metric tons of carbon dioxide),4.1
Montenegro,2012,Emissions per capita (metric tons of carbon dioxide),3.7
Montenegro,2013,Emissions per capita (metric tons of carbon dioxide),3.6
Montenegro,2014,Emissions per capita (metric tons of carbon dioxide),3.5
Montserrat,1975,Emissions (thousand metric tons of carbon dioxide),11
Montserrat,1985,Emissions (thousand metric tons of carbon dioxide),26
Montserrat,1995,Emissions (thousand metric tons of carbon dioxide),33
Montserrat,2005,Emissions (thousand metric tons of carbon dioxide),37
Montserrat,2010,Emissions (thousand metric tons of carbon dioxide),66
Montserrat,2012,Emissions (thousand metric tons of carbon dioxide),44
Montserrat,2013,Emissions (thousand metric tons of carbon dioxide),51
Montserrat,2014,Emissions (thousand metric tons of carbon dioxide),48
Montserrat,1975,Emissions per capita (metric tons of carbon dioxide),1
Montserrat,1985,Emissions per capita (metric tons of carbon dioxide),2.2
Montserrat,1995,Emissions per capita (metric tons of carbon dioxide),3.3
Montserrat,2005,Emissions per capita (metric tons of carbon dioxide),6.6
Montserrat,2010,Emissions per capita (metric tons of carbon dioxide),13
Montserrat,2012,Emissions per capita (metric tons of carbon dioxide),8.5
Montserrat,2013,Emissions per capita (metric tons of carbon dioxide),10.3
Montserrat,2014,Emissions per capita (metric tons of carbon dioxide),9.6
Morocco,1975,Emissions (thousand metric tons of carbon dioxide),"11,111"
Morocco,1985,Emissions (thousand metric tons of carbon dioxide),"17,866"
Morocco,1995,Emissions (thousand metric tons of carbon dioxide),"30,374"
Morocco,2005,Emissions (thousand metric tons of carbon dioxide),"45,771"
Morocco,2010,Emissions (thousand metric tons of carbon dioxide),"55,958"
Morocco,2012,Emissions (thousand metric tons of carbon dioxide),"62,731"
Morocco,2013,Emissions (thousand metric tons of carbon dioxide),"59,083"
Morocco,2014,Emissions (thousand metric tons of carbon dioxide),"59,864"
Morocco,1975,Emissions per capita (metric tons of carbon dioxide),0.7
Morocco,1985,Emissions per capita (metric tons of carbon dioxide),0.8
Morocco,1995,Emissions per capita (metric tons of carbon dioxide),1.1
Morocco,2005,Emissions per capita (metric tons of carbon dioxide),1.5
Morocco,2010,Emissions per capita (metric tons of carbon dioxide),1.7
Morocco,2012,Emissions per capita (metric tons of carbon dioxide),1.9
Morocco,2013,Emissions per capita (metric tons of carbon dioxide),1.7
Morocco,2014,Emissions per capita (metric tons of carbon dioxide),1.7
Mozambique,1975,Emissions (thousand metric tons of carbon dioxide),"2,886"
Mozambique,1985,Emissions (thousand metric tons of carbon dioxide),"1,148"
Mozambique,1995,Emissions (thousand metric tons of carbon dioxide),"1,115"
Mozambique,2005,Emissions (thousand metric tons of carbon dioxide),"1,822"
Mozambique,2010,Emissions (thousand metric tons of carbon dioxide),"2,736"
Mozambique,2012,Emissions (thousand metric tons of carbon dioxide),"3,121"
Mozambique,2013,Emissions (thousand metric tons of carbon dioxide),"4,019"
Mozambique,2014,Emissions (thousand metric tons of carbon dioxide),"8,427"
Mozambique,1975,Emissions per capita (metric tons of carbon dioxide),0.3
Mozambique,1985,Emissions per capita (metric tons of carbon dioxide),0.1
Mozambique,1995,Emissions per capita (metric tons of carbon dioxide),0.1
Mozambique,2005,Emissions per capita (metric tons of carbon dioxide),0.1
Mozambique,2010,Emissions per capita (metric tons of carbon dioxide),0.1
Mozambique,2012,Emissions per capita (metric tons of carbon dioxide),0.1
Mozambique,2013,Emissions per capita (metric tons of carbon dioxide),0.1
Mozambique,2014,Emissions per capita (metric tons of carbon dioxide),0.3
Myanmar,1975,Emissions (thousand metric tons of carbon dioxide),"4,587"
Myanmar,1985,Emissions (thousand metric tons of carbon dioxide),"6,711"
Myanmar,1995,Emissions (thousand metric tons of carbon dioxide),"6,960"
Myanmar,2005,Emissions (thousand metric tons of carbon dioxide),"11,599"
Myanmar,2010,Emissions (thousand metric tons of carbon dioxide),"12,515"
Myanmar,2012,Emissions (thousand metric tons of carbon dioxide),"11,071"
Myanmar,2013,Emissions (thousand metric tons of carbon dioxide),"12,860"
Myanmar,2014,Emissions (thousand metric tons of carbon dioxide),"21,632"
Myanmar,1975,Emissions per capita (metric tons of carbon dioxide),0.1
Myanmar,1985,Emissions per capita (metric tons of carbon dioxide),0.2
Myanmar,1995,Emissions per capita (metric tons of carbon dioxide),0.2
Myanmar,2005,Emissions per capita (metric tons of carbon dioxide),0.3
Myanmar,2010,Emissions per capita (metric tons of carbon dioxide),0.3
Myanmar,2012,Emissions per capita (metric tons of carbon dioxide),0.2
Myanmar,2013,Emissions per capita (metric tons of carbon dioxide),0.3
Myanmar,2014,Emissions per capita (metric tons of carbon dioxide),0.4
Namibia,1995,Emissions (thousand metric tons of carbon dioxide),"1,632"
Namibia,2005,Emissions (thousand metric tons of carbon dioxide),"2,310"
Namibia,2010,Emissions (thousand metric tons of carbon dioxide),"3,102"
Namibia,2012,Emissions (thousand metric tons of carbon dioxide),"3,385"
Namibia,2013,Emissions (thousand metric tons of carbon dioxide),"2,629"
Namibia,2014,Emissions (thousand metric tons of carbon dioxide),"3,755"
Namibia,1995,Emissions per capita (metric tons of carbon dioxide),1
Namibia,2005,Emissions per capita (metric tons of carbon dioxide),1.1
Namibia,2010,Emissions per capita (metric tons of carbon dioxide),1.4
Namibia,2012,Emissions per capita (metric tons of carbon dioxide),1.5
Namibia,2013,Emissions per capita (metric tons of carbon dioxide),1.1
Namibia,2014,Emissions per capita (metric tons of carbon dioxide),1.6
Nauru,1975,Emissions (thousand metric tons of carbon dioxide),103
Nauru,1985,Emissions (thousand metric tons of carbon dioxide),125
Nauru,1995,Emissions (thousand metric tons of carbon dioxide),106
Nauru,2005,Emissions (thousand metric tons of carbon dioxide),62
Nauru,2010,Emissions (thousand metric tons of carbon dioxide),44
Nauru,2012,Emissions (thousand metric tons of carbon dioxide),40
Nauru,2013,Emissions (thousand metric tons of carbon dioxide),44
Nauru,2014,Emissions (thousand metric tons of carbon dioxide),48
Nauru,1975,Emissions per capita (metric tons of carbon dioxide),14.8
Nauru,1985,Emissions per capita (metric tons of carbon dioxide),15.4
Nauru,1995,Emissions per capita (metric tons of carbon dioxide),10.8
Nauru,2005,Emissions per capita (metric tons of carbon dioxide),6.1
Nauru,2010,Emissions per capita (metric tons of carbon dioxide),4.3
Nauru,2012,Emissions per capita (metric tons of carbon dioxide),4
Nauru,2013,Emissions per capita (metric tons of carbon dioxide),4.3
Nauru,2014,Emissions per capita (metric tons of carbon dioxide),4.8
Nepal,1975,Emissions (thousand metric tons of carbon dioxide),352
Nepal,1985,Emissions (thousand metric tons of carbon dioxide),678
Nepal,1995,Emissions (thousand metric tons of carbon dioxide),"2,035"
Nepal,2005,Emissions (thousand metric tons of carbon dioxide),"3,084"
Nepal,2010,Emissions (thousand metric tons of carbon dioxide),"5,057"
Nepal,2012,Emissions (thousand metric tons of carbon dioxide),"5,856"
Nepal,2013,Emissions (thousand metric tons of carbon dioxide),"6,637"
Nepal,2014,Emissions (thousand metric tons of carbon dioxide),"8,031"
Nepal,1975,Emissions per capita (metric tons of carbon dioxide),0
Nepal,1985,Emissions per capita (metric tons of carbon dioxide),0
Nepal,1995,Emissions per capita (metric tons of carbon dioxide),0.1
Nepal,2005,Emissions per capita (metric tons of carbon dioxide),0.1
Nepal,2010,Emissions per capita (metric tons of carbon dioxide),0.2
Nepal,2012,Emissions per capita (metric tons of carbon dioxide),0.2
Nepal,2013,Emissions per capita (metric tons of carbon dioxide),0.3
Nepal,2014,Emissions per capita (metric tons of carbon dioxide),0.3
Netherlands,1975,Emissions (thousand metric tons of carbon dioxide),"153,020"
Netherlands,1985,Emissions (thousand metric tons of carbon dioxide),"147,949"
Netherlands,1995,Emissions (thousand metric tons of carbon dioxide),"178,634"
Netherlands,2005,Emissions (thousand metric tons of carbon dioxide),"181,480"
Netherlands,2010,Emissions (thousand metric tons of carbon dioxide),"183,053"
Netherlands,2012,Emissions (thousand metric tons of carbon dioxide),"170,310"
Netherlands,2013,Emissions (thousand metric tons of carbon dioxide),"173,255"
Netherlands,2014,Emissions (thousand metric tons of carbon dioxide),"167,303"
Netherlands,1975,Emissions per capita (metric tons of carbon dioxide),11.3
Netherlands,1985,Emissions per capita (metric tons of carbon dioxide),10.2
Netherlands,1995,Emissions per capita (metric tons of carbon dioxide),11.6
Netherlands,2005,Emissions per capita (metric tons of carbon dioxide),11.1
Netherlands,2010,Emissions per capita (metric tons of carbon dioxide),11
Netherlands,2012,Emissions per capita (metric tons of carbon dioxide),10.2
Netherlands,2013,Emissions per capita (metric tons of carbon dioxide),10.3
Netherlands,2014,Emissions per capita (metric tons of carbon dioxide),9.9
Netherlands Antilles [former],1995,Emissions (thousand metric tons of carbon dioxide),"5,225"
Netherlands Antilles [former],2005,Emissions (thousand metric tons of carbon dioxide),"5,735"
Netherlands Antilles [former],2010,Emissions (thousand metric tons of carbon dioxide),"4,562"
Netherlands Antilles [former],1995,Emissions per capita (metric tons of carbon dioxide),27.5
Netherlands Antilles [former],2005,Emissions per capita (metric tons of carbon dioxide),30.8
Netherlands Antilles [former],2010,Emissions per capita (metric tons of carbon dioxide),22
New Caledonia,1975,Emissions (thousand metric tons of carbon dioxide),"2,530"
New Caledonia,1985,Emissions (thousand metric tons of carbon dioxide),"1,456"
New Caledonia,1995,Emissions (thousand metric tons of carbon dioxide),"2,076"
New Caledonia,2005,Emissions (thousand metric tons of carbon dioxide),"2,824"
New Caledonia,2010,Emissions (thousand metric tons of carbon dioxide),"3,542"
New Caledonia,2012,Emissions (thousand metric tons of carbon dioxide),"3,630"
New Caledonia,2013,Emissions (thousand metric tons of carbon dioxide),"4,243"
New Caledonia,2014,Emissions (thousand metric tons of carbon dioxide),"4,290"
New Caledonia,1975,Emissions per capita (metric tons of carbon dioxide),19.7
New Caledonia,1985,Emissions per capita (metric tons of carbon dioxide),9.4
New Caledonia,1995,Emissions per capita (metric tons of carbon dioxide),10.9
New Caledonia,2005,Emissions per capita (metric tons of carbon dioxide),12.2
New Caledonia,2010,Emissions per capita (metric tons of carbon dioxide),14.4
New Caledonia,2012,Emissions per capita (metric tons of carbon dioxide),14.3
New Caledonia,2013,Emissions per capita (metric tons of carbon dioxide),16.5
New Caledonia,2014,Emissions per capita (metric tons of carbon dioxide),16.5
New Zealand,1975,Emissions (thousand metric tons of carbon dioxide),"18,262"
New Zealand,1985,Emissions (thousand metric tons of carbon dioxide),"21,804"
New Zealand,1995,Emissions (thousand metric tons of carbon dioxide),"27,132"
New Zealand,2005,Emissions (thousand metric tons of carbon dioxide),"34,140"
New Zealand,2010,Emissions (thousand metric tons of carbon dioxide),"31,782"
New Zealand,2012,Emissions (thousand metric tons of carbon dioxide),"34,151"
New Zealand,2013,Emissions (thousand metric tons of carbon dioxide),"33,458"
New Zealand,2014,Emissions (thousand metric tons of carbon dioxide),"34,664"
New Zealand,1975,Emissions per capita (metric tons of carbon dioxide),5.9
New Zealand,1985,Emissions per capita (metric tons of carbon dioxide),6.7
New Zealand,1995,Emissions per capita (metric tons of carbon dioxide),7.4
