T34,Net disbursements of official development assistance to recipients,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
417,Kyrgyzstan,2005,Net official development assistance received: Multilateral (millions of US dollars),90.9900,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
417,Kyrgyzstan,2010,Net official development assistance received: Multilateral (millions of US dollars),126.8400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
417,Kyrgyzstan,2015,Net official development assistance received: Multilateral (millions of US dollars),172.2600,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
417,Kyrgyzstan,2016,Net official development assistance received: Multilateral (millions of US dollars),204.5600,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
417,Kyrgyzstan,2017,Net official development assistance received: Multilateral (millions of US dollars),160.8400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
417,Kyrgyzstan,1995,Net official development assistance received: Total (millions of US dollars),244.6700,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
417,Kyrgyzstan,2005,Net official development assistance received: Total (millions of US dollars),237.8700,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
417,Kyrgyzstan,2010,Net official development assistance received: Total (millions of US dollars),372.0400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
417,Kyrgyzstan,2015,Net official development assistance received: Total (millions of US dollars),769.9900,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
417,Kyrgyzstan,2016,Net official development assistance received: Total (millions of US dollars),515.9600,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
417,Kyrgyzstan,2017,Net official development assistance received: Total (millions of US dollars),460.8200,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
417,Kyrgyzstan,1995,Net official development assistance received: Total (as % GNI),15.0500,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
417,Kyrgyzstan,2005,Net official development assistance received: Total (as % GNI),10.0300,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
417,Kyrgyzstan,2010,Net official development assistance received: Total (as % GNI),8.2900,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
417,Kyrgyzstan,2015,Net official development assistance received: Total (as % GNI),11.9900,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
417,Kyrgyzstan,2016,Net official development assistance received: Total (as % GNI),7.9900,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
417,Kyrgyzstan,2017,Net official development assistance received: Total (as % GNI),6.2800,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
418,Lao People's Dem. Rep.,1975,Net official development assistance received: Bilateral  (millions of US dollars),23.3400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
418,Lao People's Dem. Rep.,1985,Net official development assistance received: Bilateral  (millions of US dollars),15.0000,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
418,Lao People's Dem. Rep.,1995,Net official development assistance received: Bilateral  (millions of US dollars),191.1000,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
418,Lao People's Dem. Rep.,2005,Net official development assistance received: Bilateral  (millions of US dollars),104.5000,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
418,Lao People's Dem. Rep.,2010,Net official development assistance received: Bilateral  (millions of US dollars),260.9100,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
418,Lao People's Dem. Rep.,2015,Net official development assistance received: Bilateral  (millions of US dollars),393.8000,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
418,Lao People's Dem. Rep.,2016,Net official development assistance received: Bilateral  (millions of US dollars),282.5300,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
418,Lao People's Dem. Rep.,2017,Net official development assistance received: Bilateral  (millions of US dollars),348.2900,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
418,Lao People's Dem. Rep.,1975,Net official development assistance received: Multilateral (millions of US dollars),12.5100,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
418,Lao People's Dem. Rep.,1985,Net official development assistance received: Multilateral (millions of US dollars),20.7600,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
418,Lao People's Dem. Rep.,1995,Net official development assistance received: Multilateral (millions of US dollars),55.3700,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
418,Lao People's Dem. Rep.,2005,Net official development assistance received: Multilateral (millions of US dollars),136.7900,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
418,Lao People's Dem. Rep.,2010,Net official development assistance received: Multilateral (millions of US dollars),128.3000,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
418,Lao People's Dem. Rep.,2015,Net official development assistance received: Multilateral (millions of US dollars),77.2900,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
418,Lao People's Dem. Rep.,2016,Net official development assistance received: Multilateral (millions of US dollars),116.9300,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
418,Lao People's Dem. Rep.,2017,Net official development assistance received: Multilateral (millions of US dollars),131.9200,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
418,Lao People's Dem. Rep.,1975,Net official development assistance received: Total (millions of US dollars),35.8500,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
418,Lao People's Dem. Rep.,1985,Net official development assistance received: Total (millions of US dollars),35.7600,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
418,Lao People's Dem. Rep.,1995,Net official development assistance received: Total (millions of US dollars),246.4700,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
418,Lao People's Dem. Rep.,2005,Net official development assistance received: Total (millions of US dollars),241.2900,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
418,Lao People's Dem. Rep.,2010,Net official development assistance received: Total (millions of US dollars),389.2100,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
418,Lao People's Dem. Rep.,2015,Net official development assistance received: Total (millions of US dollars),471.0900,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
418,Lao People's Dem. Rep.,2016,Net official development assistance received: Total (millions of US dollars),399.4600,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
418,Lao People's Dem. Rep.,2017,Net official development assistance received: Total (millions of US dollars),480.2100,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
418,Lao People's Dem. Rep.,1985,Net official development assistance received: Total (as % GNI),1.5100,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
418,Lao People's Dem. Rep.,1995,Net official development assistance received: Total (as % GNI),14.0200,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
418,Lao People's Dem. Rep.,2005,Net official development assistance received: Total (as % GNI),9.0400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
418,Lao People's Dem. Rep.,2010,Net official development assistance received: Total (as % GNI),5.8300,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
418,Lao People's Dem. Rep.,2015,Net official development assistance received: Total (as % GNI),3.4300,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
418,Lao People's Dem. Rep.,2016,Net official development assistance received: Total (as % GNI),2.6400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
418,Lao People's Dem. Rep.,2017,Net official development assistance received: Total (as % GNI),3.0100,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
422,Lebanon,1975,Net official development assistance received: Bilateral  (millions of US dollars),7.4800,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
422,Lebanon,1985,Net official development assistance received: Bilateral  (millions of US dollars),65.2500,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
422,Lebanon,1995,Net official development assistance received: Bilateral  (millions of US dollars),147.3400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
422,Lebanon,2005,Net official development assistance received: Bilateral  (millions of US dollars),141.6100,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
422,Lebanon,2010,Net official development assistance received: Bilateral  (millions of US dollars),319.4500,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
422,Lebanon,2015,Net official development assistance received: Bilateral  (millions of US dollars),788.4100,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
422,Lebanon,2016,Net official development assistance received: Bilateral  (millions of US dollars),969.5800,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
422,Lebanon,2017,Net official development assistance received: Bilateral  (millions of US dollars),1085.4200,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
422,Lebanon,1975,Net official development assistance received: Multilateral (millions of US dollars),6.8200,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
422,Lebanon,1985,Net official development assistance received: Multilateral (millions of US dollars),17.1600,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
422,Lebanon,1995,Net official development assistance received: Multilateral (millions of US dollars),43.9500,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
422,Lebanon,2005,Net official development assistance received: Multilateral (millions of US dollars),89.1100,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
422,Lebanon,2010,Net official development assistance received: Multilateral (millions of US dollars),125.6400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
422,Lebanon,2015,Net official development assistance received: Multilateral (millions of US dollars),186.5100,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
422,Lebanon,2016,Net official development assistance received: Multilateral (millions of US dollars),168.9400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
422,Lebanon,2017,Net official development assistance received: Multilateral (millions of US dollars),220.1000,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
422,Lebanon,1975,Net official development assistance received: Total (millions of US dollars),14.3000,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
422,Lebanon,1985,Net official development assistance received: Total (millions of US dollars),82.4100,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
422,Lebanon,1995,Net official development assistance received: Total (millions of US dollars),191.2900,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
422,Lebanon,2005,Net official development assistance received: Total (millions of US dollars),230.7200,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
422,Lebanon,2010,Net official development assistance received: Total (millions of US dollars),445.0900,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
422,Lebanon,2015,Net official development assistance received: Total (millions of US dollars),974.9200,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
422,Lebanon,2016,Net official development assistance received: Total (millions of US dollars),1138.5200,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
422,Lebanon,2017,Net official development assistance received: Total (millions of US dollars),1305.5200,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
422,Lebanon,1995,Net official development assistance received: Total (as % GNI),1.5700,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
422,Lebanon,2005,Net official development assistance received: Total (as % GNI),1.0800,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
422,Lebanon,2010,Net official development assistance received: Total (as % GNI),1.1700,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
422,Lebanon,2015,Net official development assistance received: Total (as % GNI),2.0000,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
422,Lebanon,2016,Net official development assistance received: Total (as % GNI),2.3400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
422,Lebanon,2017,Net official development assistance received: Total (as % GNI),2.5200,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
426,Lesotho,1975,Net official development assistance received: Bilateral  (millions of US dollars),12.3800,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
426,Lesotho,1985,Net official development assistance received: Bilateral  (millions of US dollars),64.5400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
426,Lesotho,1995,Net official development assistance received: Bilateral  (millions of US dollars),81.4800,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
426,Lesotho,2005,Net official development assistance received: Bilateral  (millions of US dollars),26.4800,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
426,Lesotho,2010,Net official development assistance received: Bilateral  (millions of US dollars),92.2800,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
426,Lesotho,2015,Net official development assistance received: Bilateral  (millions of US dollars),40.0000,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
426,Lesotho,2016,Net official development assistance received: Bilateral  (millions of US dollars),50.0900,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
426,Lesotho,2017,Net official development assistance received: Bilateral  (millions of US dollars),78.3000,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
426,Lesotho,1975,Net official development assistance received: Multilateral (millions of US dollars),16.1000,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
426,Lesotho,1985,Net official development assistance received: Multilateral (millions of US dollars),27.6400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
426,Lesotho,1995,Net official development assistance received: Multilateral (millions of US dollars),31.1700,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
426,Lesotho,2005,Net official development assistance received: Multilateral (millions of US dollars),41.9600,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
426,Lesotho,2010,Net official development assistance received: Multilateral (millions of US dollars),163.7700,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
426,Lesotho,2015,Net official development assistance received: Multilateral (millions of US dollars),43.1400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
426,Lesotho,2016,Net official development assistance received: Multilateral (millions of US dollars),62.2300,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
426,Lesotho,2017,Net official development assistance received: Multilateral (millions of US dollars),68.4900,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
426,Lesotho,1975,Net official development assistance received: Total (millions of US dollars),28.4800,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
426,Lesotho,1985,Net official development assistance received: Total (millions of US dollars),92.1800,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
426,Lesotho,1995,Net official development assistance received: Total (millions of US dollars),112.6500,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
426,Lesotho,2005,Net official development assistance received: Total (millions of US dollars),68.4400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
426,Lesotho,2010,Net official development assistance received: Total (millions of US dollars),256.0500,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
426,Lesotho,2015,Net official development assistance received: Total (millions of US dollars),83.1400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
426,Lesotho,2016,Net official development assistance received: Total (millions of US dollars),112.3200,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
426,Lesotho,2017,Net official development assistance received: Total (millions of US dollars),146.7900,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
426,Lesotho,1975,Net official development assistance received: Total (as % GNI),11.3500,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
426,Lesotho,1985,Net official development assistance received: Total (as % GNI),18.3600,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
426,Lesotho,1995,Net official development assistance received: Total (as % GNI),8.4100,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
426,Lesotho,2005,Net official development assistance received: Total (as % GNI),3.1400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
426,Lesotho,2010,Net official development assistance received: Total (as % GNI),8.4700,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
426,Lesotho,2015,Net official development assistance received: Total (as % GNI),2.9900,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
426,Lesotho,2016,Net official development assistance received: Total (as % GNI),4.3400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
426,Lesotho,2017,Net official development assistance received: Total (as % GNI),4.9600,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
430,Liberia,1975,Net official development assistance received: Bilateral  (millions of US dollars),8.2100,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
430,Liberia,1985,Net official development assistance received: Bilateral  (millions of US dollars),71.5500,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
430,Liberia,1995,Net official development assistance received: Bilateral  (millions of US dollars),51.0700,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
430,Liberia,2005,Net official development assistance received: Bilateral  (millions of US dollars),118.2800,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
430,Liberia,2010,Net official development assistance received: Bilateral  (millions of US dollars),958.9700,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
430,Liberia,2015,Net official development assistance received: Bilateral  (millions of US dollars),764.3400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
430,Liberia,2016,Net official development assistance received: Bilateral  (millions of US dollars),565.8700,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
430,Liberia,2017,Net official development assistance received: Bilateral  (millions of US dollars),442.3600,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
430,Liberia,1975,Net official development assistance received: Multilateral (millions of US dollars),11.8000,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
430,Liberia,1985,Net official development assistance received: Multilateral (millions of US dollars),18.9400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
430,Liberia,1995,Net official development assistance received: Multilateral (millions of US dollars),72.0300,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
430,Liberia,2005,Net official development assistance received: Multilateral (millions of US dollars),103.8100,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
430,Liberia,2010,Net official development assistance received: Multilateral (millions of US dollars),457.1400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
430,Liberia,2015,Net official development assistance received: Multilateral (millions of US dollars),330.0900,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
430,Liberia,2016,Net official development assistance received: Multilateral (millions of US dollars),249.2500,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
430,Liberia,2017,Net official development assistance received: Multilateral (millions of US dollars),179.6300,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
430,Liberia,1975,Net official development assistance received: Total (millions of US dollars),20.0100,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
430,Liberia,1985,Net official development assistance received: Total (millions of US dollars),90.4900,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
430,Liberia,1995,Net official development assistance received: Total (millions of US dollars),123.1000,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
430,Liberia,2005,Net official development assistance received: Total (millions of US dollars),222.0900,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
430,Liberia,2010,Net official development assistance received: Total (millions of US dollars),1416.1100,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
430,Liberia,2015,Net official development assistance received: Total (millions of US dollars),1094.4300,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
430,Liberia,2016,Net official development assistance received: Total (millions of US dollars),815.1200,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
430,Liberia,2017,Net official development assistance received: Total (millions of US dollars),621.9900,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
430,Liberia,1975,Net official development assistance received: Total (as % GNI),3.2500,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
430,Liberia,1985,Net official development assistance received: Total (as % GNI),11.2000,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
430,Liberia,2005,Net official development assistance received: Total (as % GNI),56.3700,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
430,Liberia,2010,Net official development assistance received: Total (as % GNI),127.2300,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
430,Liberia,2015,Net official development assistance received: Total (as % GNI),62.4000,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
430,Liberia,2016,Net official development assistance received: Total (as % GNI),44.7900,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
430,Liberia,2017,Net official development assistance received: Total (as % GNI),33.5300,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
434,Libya,1975,Net official development assistance received: Bilateral  (millions of US dollars),-6.0200,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
434,Libya,1985,Net official development assistance received: Bilateral  (millions of US dollars),3.3100,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
434,Libya,1995,Net official development assistance received: Bilateral  (millions of US dollars),4.2700,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
