T08,"Teaching staff at the primary, secondary and tertiary levels",,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
143,Central Asia,2005,Teachers at tertiary level (thousands),101.9949,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
143,Central Asia,2010,Teachers at primary level (thousands),226.1625,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
143,Central Asia,2010,Pupil-teacher ratio in primary education,18.7989,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
143,Central Asia,2010,Teachers at secondary level (thousands),746.9706,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
143,Central Asia,2010,Pupil-teacher ratio in secondary education,11.5190,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
143,Central Asia,2010,Teachers at tertiary level (thousands),113.1155,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
143,Central Asia,2015,Teachers at primary level (thousands),252.6593,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
143,Central Asia,2015,Pupil-teacher ratio in primary education,19.1020,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
143,Central Asia,2015,Teachers at secondary level (thousands),783.9518,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
143,Central Asia,2015,Pupil-teacher ratio in secondary education,10.1800,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
143,Central Asia,2015,Teachers at tertiary level (thousands),116.8980,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
143,Central Asia,2017,Teachers at primary level (thousands),251.5464,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
143,Central Asia,2017,Pupil-teacher ratio in primary education,21.4524,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
143,Central Asia,2017,Teachers at secondary level (thousands),839.6488,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
143,Central Asia,2017,Pupil-teacher ratio in secondary education,9.5431,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
143,Central Asia,2017,Teachers at tertiary level (thousands),112.9340,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
30,Eastern Asia,2005,Teachers at primary level (thousands),6683.3156,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
30,Eastern Asia,2005,Pupil-teacher ratio in primary education,18.9061,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
30,Eastern Asia,2005,Teachers at secondary level (thousands),6500.1969,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
30,Eastern Asia,2005,Pupil-teacher ratio in secondary education,17.7265,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
30,Eastern Asia,2005,Teachers at tertiary level (thousands),2179.4520,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
30,Eastern Asia,2010,Teachers at primary level (thousands),6658.4408,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
30,Eastern Asia,2010,Pupil-teacher ratio in primary education,17.0600,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
30,Eastern Asia,2010,Teachers at secondary level (thousands),7435.3746,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
30,Eastern Asia,2010,Pupil-teacher ratio in secondary education,15.2695,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
30,Eastern Asia,2010,Teachers at tertiary level (thousands),2404.7927,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
30,Eastern Asia,2012,Teachers at primary level (thousands),6580.7982,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
30,Eastern Asia,2012,Pupil-teacher ratio in primary education,16.9430,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
30,Eastern Asia,2012,Teachers at secondary level (thousands),7594.0453,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
